訂單日期,產品ID,客戶ID,銷售價格,銷售數量,促銷活動,銷售渠道,地區
2023-03-19 18:22:58.355671135,P001,21,101.71701270807101,2,VIP,移動端,北京
2023-03-19 20:07:49.533906782,P001,634,73.44387080246955,6,折扣,線下,杭州
2023-03-19 21:52:40.712142429,P005,70,51.479637657590956,6,折扣,線下,北京
2023-03-19 23:37:31.890378076,P003,864,98.86214740870673,4,VIP,移動端,上海
2023-03-20 01:22:23.068613723,P003,873,120.73309431457156,8,滿減,移動端,北京
2023-03-20 03:07:14.246849370,P003,48,84.2087118871589,10,滿減,線上,廣州
2023-03-20 04:52:05.425085017,P005,491,107.2800688784508,9,無,線上,杭州
2023-03-20 06:36:56.603320665,P001,551,90.91066762712427,4,無,線下,深圳
2023-03-20 08:21:47.781556312,P005,287,95.39919002002493,3,滿減,線下,北京
2023-03-20 10:06:38.959791959,P005,10,34.024003704847544,6,VIP,線下,杭州
2023-03-20 11:51:30.138027606,P003,542,75.56437192567729,7,折扣,移動端,廣州
2023-03-20 13:36:21.316263253,P002,756,99.38738604816109,5,折扣,線下,深圳
2023-03-20 15:21:12.494498900,P001,274,84.21493611083605,4,無,線下,北京
2023-03-20 17:06:03.672734547,P003,956,101.3131592053829,6,無,線下,廣州
2023-03-20 18:50:54.850970195,P002,600,64.8809858661616,5,折扣,線上,上海
2023-03-20 20:35:46.029205842,P002,756,109.01104190731932,5,滿減,線上,杭州
2023-03-20 22:20:37.207441489,P004,381,94.58692006159566,1,無,線下,杭州
2023-03-21 00:05:28.385677136,P001,329,61.21516918635987,6,折扣,移動端,北京
2023-03-21 01:50:19.563912783,P002,479,133.3137866916282,4,無,線上,廣州
2023-03-21 03:35:10.742148430,P003,15,123.22330033830538,4,滿減,線下,深圳
2023-03-21 05:20:01.920384077,P004,516,76.38959781161607,2,VIP,線上,深圳
2023-03-21 07:04:53.098619724,P001,191,112.44470773544444,5,無,移動端,深圳
2023-03-21 08:49:44.276855372,P005,168,90.74824005640761,4,折扣,移動端,深圳
2023-03-21 10:34:35.455091019,P003,521,116.0575308752794,9,滿減,移動端,北京
2023-03-21 12:19:26.633326666,P002,621,46.11488208009845,4,折扣,移動端,北京
2023-03-21 14:04:17.811562313,P002,137,125.1651635258157,0,滿減,線下,杭州
2023-03-21 15:49:08.989797960,P003,154,77.18177333417104,11,VIP,移動端,廣州
2023-03-21 17:34:00.168033607,P002,388,81.9488714975715,8,VIP,線下,上海
2023-03-21 19:18:51.346269254,P004,209,132.757635045204,7,折扣,移動端,北京
2023-03-21 21:03:42.524504901,P001,272,96.79215106622277,6,VIP,線下,深圳
2023-03-21 22:48:33.702740549,P004,143,90.34193811382062,3,無,移動端,上海
2023-03-22 00:33:24.880976196,P002,611,44.86764068110235,5,滿減,線下,杭州
2023-03-22 02:18:16.059211843,P005,889,134.74410334865888,6,滿減,線上,深圳
2023-03-22 04:03:07.237447490,P001,820,66.36975822978494,3,滿減,線下,廣州
2023-03-22 05:47:58.415683137,P001,69,67.42262467126118,5,VIP,線下,上海
2023-03-22 07:32:49.593918784,P003,247,82.54457327052339,8,VIP,移動端,杭州
2023-03-22 09:17:40.772154431,P003,261,135.41029479250733,6,無,移動端,北京
2023-03-22 11:02:31.950390079,P005,788,107.39789969997958,7,VIP,線上,廣州
2023-03-22 12:47:23.128625726,P001,79,96.05406225399351,4,滿減,移動端,深圳
2023-03-22 14:32:14.306861373,P005,658,107.70730159097053,3,無,線下,上海
2023-03-22 16:17:05.485097020,P003,623,84.99035767822235,8,無,移動端,杭州
2023-03-22 18:01:56.663332667,P003,770,103.49134223913377,1,滿減,移動端,上海
2023-03-22 19:46:47.841568314,P001,605,81.46673489556274,5,折扣,線下,廣州
2023-03-22 21:31:39.019803961,P004,525,111.79732265283046,6,VIP,線上,北京
2023-03-22 23:16:30.198039608,P002,772,111.76150775487638,5,VIP,移動端,北京
2023-03-23 01:01:21.376275256,P003,938,112.34943455514112,5,滿減,移動端,廣州
2023-03-23 02:46:12.554510903,P003,621,72.75304884907796,5,折扣,線下,深圳
2023-03-23 04:31:03.732746550,P004,330,106.69100162377785,5,VIP,線上,上海
2023-03-23 06:15:54.910982197,P004,189,78.16063067593907,6,折扣,線上,深圳
2023-03-23 08:00:46.089217844,P005,95,72.95214078217168,5,滿減,移動端,杭州
2023-03-23 09:45:37.267453491,P005,617,89.91780520222653,5,滿減,線下,深圳
2023-03-23 11:30:28.445689138,P002,8,81.6905396756865,8,折扣,移動端,廣州
2023-03-23 13:15:19.623924785,P002,67,122.75539459161863,3,滿減,線下,北京
2023-03-23 15:00:10.802160433,P001,496,95.41179569607118,5,滿減,線下,廣州
2023-03-23 16:45:01.980396080,P005,191,69.77003221900985,3,無,移動端,廣州
2023-03-23 18:29:53.158631727,P003,366,81.1348336659364,3,折扣,線下,上海
2023-03-23 20:14:44.336867374,P005,768,92.55276090127242,7,VIP,移動端,廣州
2023-03-23 21:59:35.515103021,P003,521,94.18134665031194,4,VIP,線上,杭州
2023-03-23 23:44:26.693338668,P004,990,122.99678789886076,4,無,線上,上海
2023-03-24 01:29:17.871574315,P005,117,125.47308100224745,2,滿減,移動端,上海
2023-03-24 03:14:09.049809963,P004,267,85.14472819045834,6,滿減,線上,深圳
2023-03-24 04:59:00.228045610,P002,611,84.59641354877641,3,無,線上,廣州
2023-03-24 06:43:51.406281257,P002,485,73.99503222611317,7,無,線上,深圳
2023-03-24 08:28:42.584516904,P001,509,117.47039175701191,7,滿減,線上,深圳
2023-03-24 10:13:33.762752551,P005,298,108.97640216675433,8,折扣,線下,上海
2023-03-24 11:58:24.940988198,P004,909,92.12295180227692,6,無,移動端,深圳
2023-03-24 13:43:16.119223845,P003,164,75.17138870550014,7,折扣,移動端,深圳
2023-03-24 15:28:07.297459492,P002,376,123.00260753022695,4,VIP,線上,上海
2023-03-24 17:12:58.475695140,P002,653,112.63894633037519,7,滿減,移動端,上海
2023-03-24 18:57:49.653930787,P003,268,88.7247140960211,2,折扣,移動端,北京
2023-03-24 20:42:40.832166434,P004,549,56.18166988052547,5,折扣,移動端,廣州
2023-03-24 22:27:32.010402081,P004,74,116.96820173198547,3,滿減,線下,北京
2023-03-25 00:12:23.188637728,P005,508,76.77159148725605,7,滿減,線上,上海
2023-03-25 01:57:14.366873375,P005,73,64.48454581646344,5,VIP,移動端,杭州
2023-03-25 03:42:05.545109022,P001,308,91.3307105808322,7,滿減,線下,深圳
2023-03-25 05:26:56.723344669,P002,199,68.2841455310262,9,折扣,線上,深圳
2023-03-25 07:11:47.901580317,P005,130,94.46000764037402,6,無,線下,上海
2023-03-25 08:56:39.079815964,P004,758,63.975459136877035,5,滿減,線下,深圳
2023-03-25 10:41:30.258051611,P003,824,123.97040766169181,7,滿減,線下,北京
2023-03-25 12:26:21.436287258,P004,572,128.19215736291073,1,無,移動端,深圳
2023-03-25 14:11:12.614522905,P002,791,51.31643814647964,3,滿減,線上,杭州
2023-03-25 15:56:03.792758552,P004,615,124.46144514166376,3,滿減,線上,廣州
2023-03-25 17:40:54.970994199,P001,808,79.73678425445934,11,無,移動端,北京
2023-03-25 19:25:46.149229846,P002,832,97.13951073965573,4,折扣,線上,廣州
2023-03-25 21:10:37.327465494,P003,487,88.45995391500566,2,VIP,線上,廣州
2023-03-25 22:55:28.505701141,P001,853,90.64745019182247,5,VIP,線下,杭州
2023-03-26 00:40:19.683936788,P002,151,85.83530288802258,7,VIP,移動端,杭州
2023-03-26 02:25:10.862172435,P003,669,104.24258408466972,2,折扣,線下,杭州
2023-03-26 04:10:02.040408082,P001,206,62.109269718186866,5,VIP,線上,杭州
2023-03-26 05:54:53.218643729,P001,986,92.15680677470017,2,折扣,線上,北京
2023-03-26 07:39:44.396879376,P002,179,127.53325412223876,1,滿減,移動端,杭州
2023-03-26 09:24:35.575115024,P005,197,106.11765181215924,6,VIP,線下,北京
2023-03-26 11:09:26.753350671,P001,735,158.11747285808545,4,無,線下,深圳
2023-03-26 12:54:17.931586318,P001,89,69.42106474550603,7,折扣,線下,廣州
2023-03-26 14:39:09.109821965,P003,799,111.53935850835447,7,VIP,移動端,深圳
2023-03-26 16:24:00.288057612,P004,434,97.3477341164645,6,無,線下,深圳
2023-03-26 18:08:51.466293259,P002,788,117.75163671793506,6,VIP,線下,上海
2023-03-26 19:53:42.644528906,P002,748,79.84622008557261,6,折扣,線上,深圳
2023-03-26 21:38:33.822764553,P005,183,72.24248436275062,7,折扣,線上,深圳
2023-03-26 23:23:25.001000201,P005,209,132.65180509679072,4,滿減,線下,上海
2023-03-27 01:08:16.179235848,P002,493,70.1687612196214,9,折扣,線下,深圳
2023-03-27 02:53:07.357471495,P005,130,58.213670424737494,4,VIP,線上,上海
2023-03-27 04:37:58.535707142,P003,665,69.66306233652344,6,折扣,移動端,北京
2023-03-27 06:22:49.713942789,P002,13,115.47582366471332,7,無,線上,廣州
2023-03-27 08:07:40.892178436,P005,634,134.80096878967728,4,滿減,線下,杭州
2023-03-27 09:52:32.070414083,P002,871,102.7782343824128,6,滿減,移動端,深圳
2023-03-27 11:37:23.248649730,P004,732,106.36394134468051,2,折扣,線下,北京
2023-03-27 13:22:14.426885378,P001,106,59.44106426675415,6,VIP,線下,廣州
2023-03-27 15:07:05.605121025,P002,375,88.91841337955243,4,滿減,線下,北京
2023-03-27 16:51:56.783356672,P001,582,83.50705986403273,3,VIP,移動端,上海
2023-03-27 18:36:47.961592319,P005,707,87.42241288186831,3,VIP,線下,北京
2023-03-27 20:21:39.139827966,P001,698,102.10235970625492,5,無,移動端,深圳
2023-03-27 22:06:30.318063613,P002,99,117.27277393480482,3,滿減,線上,深圳
2023-03-27 23:51:21.496299260,P004,594,71.1038632365902,4,折扣,移動端,杭州
2023-03-28 01:36:12.674534908,P005,587,93.12814545644534,3,VIP,線下,杭州
2023-03-28 03:21:03.852770555,P002,886,98.8719277418987,6,滿減,線下,深圳
2023-03-28 05:05:55.031006202,P005,852,76.85275240272125,9,滿減,線上,北京
2023-03-28 06:50:46.209241849,P003,192,87.4424994956677,5,VIP,線上,深圳
2023-03-28 08:35:37.387477496,P001,325,77.12680940205765,6,折扣,線上,北京
2023-03-28 10:20:28.565713143,P003,979,95.87298587492384,4,滿減,移動端,深圳
2023-03-28 12:05:19.743948790,P002,726,100.79398641453626,3,滿減,移動端,廣州
2023-03-28 13:50:10.922184437,P004,827,81.51347081226773,9,折扣,移動端,北京
2023-03-28 15:35:02.100420085,P005,956,80.27335847008507,3,VIP,移動端,上海
2023-03-28 17:19:53.278655732,P001,467,118.63608151435345,9,VIP,線上,上海
2023-03-28 19:04:44.456891379,P005,894,63.68668584293213,4,VIP,線下,杭州
2023-03-28 20:49:35.635127026,P002,367,73.77817255942733,8,VIP,線下,廣州
2023-03-28 22:34:26.813362673,P005,318,135.59927248447113,3,折扣,移動端,上海
2023-03-29 00:19:17.991598320,P001,144,74.05021612526926,3,無,線上,深圳
2023-03-29 02:04:09.169833967,P002,384,52.92490650580483,5,折扣,線上,上海
2023-03-29 03:49:00.348069614,P005,216,94.68953490002436,8,折扣,線上,深圳
2023-03-29 05:33:51.526305262,P004,361,43.26480329008783,3,VIP,線下,廣州
2023-03-29 07:18:42.704540909,P002,324,94.11815225068902,4,滿減,線下,杭州
2023-03-29 09:03:33.882776556,P002,15,122.91649850152976,8,折扣,移動端,上海
2023-03-29 10:48:25.061012203,P004,217,55.23894175154849,3,VIP,線下,杭州
2023-03-29 12:33:16.239247850,P003,492,50.45088785653217,3,滿減,線上,廣州
2023-03-29 14:18:07.417483497,P001,951,50.016375960846034,2,折扣,線下,北京
2023-03-29 16:02:58.595719144,P003,547,122.45898920867464,7,無,線下,廣州
2023-03-29 17:47:49.773954792,P005,183,128.11941799964532,2,無,線下,廣州
2023-03-29 19:32:40.952190439,P004,270,78.46675206798355,6,VIP,移動端,廣州
2023-03-29 21:17:32.130426086,P003,945,117.08031010002672,5,滿減,線下,北京
2023-03-29 23:02:23.308661733,P002,467,134.75638318779974,6,滿減,移動端,北京
2023-03-30 00:47:14.486897380,P005,870,130.21529432467108,2,VIP,線下,廣州
2023-03-30 02:32:05.665133027,P005,612,84.45745617345341,10,VIP,移動端,北京
2023-03-30 04:16:56.843368674,P003,519,42.46320705825033,3,滿減,線上,深圳
2023-03-30 06:01:48.021604321,P003,542,79.47802693975783,6,無,線上,廣州
2023-03-30 07:46:39.199839969,P004,467,89.32989512661857,5,無,線上,上海
2023-03-30 09:31:30.378075616,P001,305,74.82122406843219,7,折扣,移動端,深圳
2023-03-30 11:16:21.556311263,P003,985,76.24281197982562,6,折扣,線上,廣州
2023-03-30 13:01:12.734546910,P003,144,127.97236494826673,7,滿減,移動端,上海
2023-03-30 14:46:03.912782557,P002,111,131.86071066718952,4,無,移動端,上海
2023-03-30 16:30:55.091018204,P005,232,76.56652692150433,7,折扣,移動端,杭州
2023-03-30 18:15:46.269253851,P001,691,127.46212190129546,2,無,線上,杭州
2023-03-30 20:00:37.447489498,P002,584,108.94153416577723,6,無,移動端,上海
2023-03-30 21:45:28.625725146,P004,722,101.61264932156429,7,滿減,線下,廣州
2023-03-30 23:30:19.803960793,P004,732,122.6636039277491,5,無,線上,廣州
2023-03-31 01:15:10.982196440,P003,592,101.80630120594789,4,滿減,線下,廣州
2023-03-31 03:00:02.160432087,P003,500,121.15622354195526,5,折扣,線上,廣州
2023-03-31 04:44:53.338667734,P004,595,57.63574874712242,2,VIP,移動端,上海
2023-03-31 06:29:44.516903381,P003,554,87.12072752269955,8,無,移動端,北京
2023-03-31 08:14:35.695139028,P001,273,87.15332481853612,5,VIP,移動端,北京
2023-03-31 09:59:26.873374675,P003,703,99.8876855353048,6,VIP,線上,廣州
2023-03-31 11:44:18.051610323,P005,173,131.69901217757723,5,滿減,線上,杭州
2023-03-31 13:29:09.229845970,P003,973,99.39003581909608,6,無,移動端,上海
2023-03-31 15:14:00.408081617,P002,7,64.44425876234482,8,無,線上,北京
2023-03-31 16:58:51.586317264,P001,155,96.85027792910009,7,折扣,線下,上海
2023-03-31 18:43:42.764552911,P002,522,106.9865722381942,0,VIP,移動端,杭州
2023-03-31 20:28:33.942788558,P002,546,46.308180163963364,4,VIP,線下,上海
2023-03-31 22:13:25.121024205,P005,548,99.90489665823002,7,滿減,線下,杭州
2023-03-31 23:58:16.299259853,P001,921,60.246454232992555,7,無,線上,杭州
2023-04-01 01:43:07.477495500,P001,518,83.38372256244844,2,無,線下,深圳
2023-04-01 03:27:58.655731147,P001,920,69.68679914333701,3,VIP,移動端,杭州
2023-04-01 05:12:49.833966794,P001,914,96.18529396483973,9,折扣,線下,深圳
2023-04-01 06:57:41.012202441,P001,215,92.62867891887413,7,VIP,線上,杭州
2023-04-01 08:42:32.190438088,P005,134,67.86022498109931,8,無,線上,杭州
2023-04-01 10:27:23.368673735,P003,285,122.00164907393355,4,滿減,移動端,上海
2023-04-01 12:12:14.546909382,P002,126,64.15485440178963,2,滿減,移動端,深圳
2023-04-01 13:57:05.725145030,P001,921,108.25284476177359,6,滿減,移動端,北京
2023-04-01 15:41:56.903380677,P003,439,79.6497332677111,2,無,移動端,北京
2023-04-01 17:26:48.081616324,P003,849,90.858072936737,4,無,移動端,上海
2023-04-01 19:11:39.259851971,P002,686,112.6067687009596,9,滿減,線下,北京
2023-04-01 20:56:30.438087618,P005,152,113.03623497648823,4,無,線下,北京
2023-04-01 22:41:21.616323265,P004,331,106.73938147111922,3,折扣,線上,杭州
2023-04-02 00:26:12.794558912,P004,538,97.94365750821368,4,滿減,線下,廣州
2023-04-02 02:11:03.972794559,P003,383,86.12901725926682,2,折扣,移動端,廣州
2023-04-02 03:55:55.151030207,P002,115,71.2452535519135,7,折扣,移動端,北京
2023-04-02 05:40:46.329265854,P004,894,104.54974706556995,7,無,線上,上海
2023-04-02 07:25:37.507501501,P003,482,110.9871512002128,2,無,移動端,上海
2023-04-02 09:10:28.685737148,P005,284,97.5422538136406,4,滿減,線上,深圳
2023-04-02 10:55:19.863972795,P004,899,54.906237897687596,4,無,線下,上海
2023-04-02 12:40:11.042208442,P003,75,86.62941792661792,5,折扣,線下,上海
2023-04-02 14:25:02.220444089,P003,166,109.11403693388642,6,無,線下,杭州
2023-04-02 16:09:53.398679737,P001,189,82.99566309130122,6,滿減,線上,杭州
2023-04-02 17:54:44.576915384,P005,78,61.10129168836843,8,VIP,移動端,北京
2023-04-02 19:39:35.755151031,P001,947,123.20728088633922,4,VIP,線上,上海
2023-04-02 21:24:26.933386678,P002,602,112.28613777236005,1,無,線下,廣州
2023-04-02 23:09:18.111622325,P001,688,84.84567680426153,4,VIP,線上,上海
2023-04-03 00:54:09.289857972,P001,21,57.25934233705025,6,折扣,移動端,上海
2023-04-03 02:39:00.468093619,P004,566,71.50916636051971,3,VIP,線上,北京
2023-04-03 04:23:51.646329266,P003,184,119.30828392769021,4,VIP,線下,廣州
2023-04-03 06:08:42.824564914,P005,871,82.75323881736092,1,折扣,移動端,北京
2023-04-03 07:53:34.002800561,P001,222,86.23532332498233,7,滿減,線下,上海
2023-04-03 09:38:25.181036208,P005,827,101.46800770255477,2,VIP,移動端,廣州
2023-04-03 11:23:16.359271855,P001,328,71.67604078245772,9,VIP,移動端,上海
2023-04-03 13:08:07.537507502,P002,179,123.7689681813085,6,VIP,線下,北京
2023-04-03 14:52:58.715743149,P001,788,133.82001337241815,5,滿減,線下,北京
2023-04-03 16:37:49.893978796,P004,112,88.33564821993059,10,無,線下,杭州
2023-04-03 18:22:41.072214443,P003,736,84.28324382422849,7,無,線上,廣州
2023-04-03 20:07:32.250450091,P002,726,34.546670032693,5,滿減,線下,杭州
2023-04-03 21:52:23.428685738,P001,59,50.368384568972644,4,折扣,移動端,廣州
2023-04-03 23:37:14.606921385,P005,327,66.5132556260561,11,無,線上,深圳
2023-04-04 01:22:05.785157032,P002,905,103.37975852468465,4,滿減,線上,廣州
2023-04-04 03:06:56.963392679,P002,621,91.84415738896601,3,滿減,線上,上海
2023-04-04 04:51:48.141628326,P001,897,53.09329025169517,1,折扣,線上,廣州
2023-04-04 06:36:39.319863973,P002,669,92.97089893838607,7,滿減,線上,杭州
2023-04-04 08:21:30.498099621,P005,191,112.63342869118371,5,無,線上,北京
2023-04-04 10:06:21.676335268,P002,200,113.19598374788967,7,無,線下,北京
2023-04-04 11:51:12.854570915,P005,312,52.50824297852797,5,滿減,移動端,廣州
2023-04-04 13:36:04.032806562,P001,708,96.79341298790423,2,滿減,線下,深圳
2023-04-04 15:20:55.211042209,P003,35,52.33318446056779,5,折扣,移動端,北京
2023-04-04 17:05:46.389277856,P002,379,98.03457394280548,9,折扣,線上,北京
2023-04-04 18:50:37.567513503,P003,387,107.64329436795373,11,VIP,線下,北京
2023-04-04 20:35:28.745749150,P005,758,77.54931934188855,6,滿減,線下,深圳
2023-04-04 22:20:19.923984798,P002,237,72.76398294599102,6,VIP,線下,杭州
2023-04-05 00:05:11.102220445,P004,616,79.6214913637881,3,VIP,移動端,廣州
2023-04-05 01:50:02.280456092,P003,519,39.31214861854487,8,VIP,線上,深圳
2023-04-05 03:34:53.458691739,P002,283,97.55928390241299,3,VIP,線上,廣州
2023-04-05 05:19:44.636927386,P003,1,93.17888634149674,8,無,線上,上海
2023-04-05 07:04:35.815163033,P002,731,99.40350165135719,7,折扣,移動端,廣州
2023-04-05 08:49:26.993398680,P001,464,72.53976955093619,6,滿減,線下,北京
2023-04-05 10:34:18.171634327,P003,230,67.61754103500137,6,折扣,移動端,深圳
2023-04-05 12:19:09.349869975,P004,967,49.869494839217694,3,折扣,線上,深圳
2023-04-05 14:04:00.528105622,P004,172,59.914188730114944,7,折扣,移動端,杭州
2023-04-05 15:48:51.706341269,P005,87,56.36036007863562,4,折扣,移動端,上海
2023-04-05 17:33:42.884576916,P002,553,99.91947357692891,4,折扣,移動端,杭州
2023-04-05 19:18:34.062812563,P003,123,66.03476302497215,10,折扣,線上,杭州
2023-04-05 21:03:25.241048210,P005,843,103.10439211861534,6,無,線下,上海
2023-04-05 22:48:16.419283857,P003,298,72.38473192276392,2,折扣,線上,北京
2023-04-06 00:33:07.597519504,P002,885,68.26336834967968,4,滿減,移動端,深圳
2023-04-06 02:17:58.775755152,P004,929,95.79248942070893,3,滿減,線下,廣州
2023-04-06 04:02:49.953990799,P001,690,103.47982496693089,9,VIP,線下,上海
2023-04-06 05:47:41.132226446,P004,575,62.82541366777457,6,VIP,線上,杭州
2023-04-06 07:32:32.310462093,P005,484,96.18225581462758,3,折扣,線上,廣州
2023-04-06 09:17:23.488697740,P001,165,70.88127926675183,7,VIP,線下,上海
2023-04-06 11:02:14.666933387,P005,699,79.13286166336108,5,VIP,移動端,上海
2023-04-06 12:47:05.845169034,P002,383,90.61366246020096,7,折扣,線上,北京
2023-04-06 14:31:57.023404682,P001,209,75.07268646256152,7,VIP,線下,北京
2023-04-06 16:16:48.201640329,P005,739,100.93937148339664,2,滿減,線下,深圳
2023-04-06 18:01:39.379875976,P002,432,73.70618342423816,7,折扣,移動端,深圳
2023-04-06 19:46:30.558111623,P004,389,103.23420016759546,3,滿減,線下,廣州
2023-04-06 21:31:21.736347270,P002,560,40.48152236191257,7,滿減,線上,深圳
2023-04-06 23:16:12.914582917,P003,224,54.25795461979793,5,無,線下,上海
2023-04-07 01:01:04.092818564,P002,3,115.39917515117095,8,無,移動端,上海
2023-04-07 02:45:55.271054211,P002,372,113.33658162710363,3,VIP,移動端,上海
2023-04-07 04:30:46.449289859,P003,687,77.23783241171196,7,滿減,移動端,上海
2023-04-07 06:15:37.627525506,P005,446,84.50936207614949,4,VIP,線上,北京
2023-04-07 08:00:28.805761153,P005,611,85.89438505804604,3,折扣,線上,上海
2023-04-07 09:45:19.983996800,P002,116,117.3304400414676,3,滿減,線上,上海
2023-04-07 11:30:11.162232447,P003,270,44.3772613874059,2,VIP,線下,上海
2023-04-07 13:15:02.340468094,P003,447,77.84899382554057,9,滿減,移動端,杭州
2023-04-07 14:59:53.518703741,P004,368,82.51696395337781,10,VIP,移動端,廣州
2023-04-07 16:44:44.696939388,P005,253,94.062803944721,7,折扣,移動端,廣州
2023-04-07 18:29:35.875175036,P001,317,162.46076209303737,7,無,線上,上海
2023-04-07 20:14:27.053410683,P005,415,94.29985682975705,4,滿減,移動端,上海
2023-04-07 21:59:18.231646330,P005,95,58.343007102660245,4,VIP,線下,廣州
2023-04-07 23:44:09.409881977,P004,785,110.05670193003245,5,無,線下,深圳
2023-04-08 01:29:00.588117624,P001,892,106.41991579081422,3,折扣,線上,杭州
2023-04-08 03:13:51.766353271,P004,24,102.70035302448753,7,無,線上,杭州
2023-04-08 04:58:42.944588918,P001,628,61.867029096914145,4,折扣,線上,深圳
2023-04-08 06:43:34.122824566,P002,663,111.55486368330043,4,VIP,移動端,上海
2023-04-08 08:28:25.301060213,P001,850,93.2709123699687,4,折扣,移動端,廣州
2023-04-08 10:13:16.479295860,P004,50,74.34797889510939,8,無,移動端,杭州
2023-04-08 11:58:07.657531507,P005,502,98.58207639452269,5,VIP,線下,深圳
2023-04-08 13:42:58.835767154,P001,718,112.43847527232464,3,VIP,線下,深圳
2023-04-08 15:27:50.014002801,P001,498,129.54725106397234,11,滿減,移動端,北京
2023-04-08 17:12:41.192238448,P003,335,88.50489805553725,7,VIP,線下,深圳
2023-04-08 18:57:32.370474095,P005,79,81.94321246096533,5,VIP,線下,北京
2023-04-08 20:42:23.548709743,P002,582,117.61366099682841,6,VIP,線上,北京
2023-04-08 22:27:14.726945390,P004,27,69.74598742547788,2,滿減,移動端,杭州
2023-04-09 00:12:05.905181037,P002,271,88.77158581842012,1,折扣,線下,上海
2023-04-09 01:56:57.083416684,P005,562,65.74933431588927,3,無,線下,上海
2023-04-09 03:41:48.261652331,P001,804,113.97096612584106,5,VIP,移動端,深圳
2023-04-09 05:26:39.439887978,P001,247,93.54886210972096,7,無,移動端,廣州
2023-04-09 07:11:30.618123625,P005,776,131.71458089118673,3,無,線上,廣州
2023-04-09 08:56:21.796359272,P001,591,101.05678701799935,4,VIP,線上,北京
2023-04-09 10:41:12.974594920,P001,387,69.41949424845176,2,無,移動端,深圳
2023-04-09 12:26:04.152830567,P001,702,108.49255464154487,5,折扣,線下,深圳
2023-04-09 14:10:55.331066214,P004,559,138.78113166069323,2,無,線上,上海
2023-04-09 15:55:46.509301861,P004,973,122.05716231498039,5,無,移動端,廣州
2023-04-09 17:40:37.687537508,P003,361,80.96030337409451,7,滿減,線上,杭州
2023-04-09 19:25:28.865773155,P002,866,73.87972091285182,3,折扣,線下,深圳
2023-04-09 21:10:20.044008802,P005,984,103.63568043514398,6,無,線下,深圳
2023-04-09 22:55:11.222244450,P005,488,74.16651601504276,3,VIP,移動端,上海
2023-04-10 00:40:02.400480097,P005,352,142.30866431158012,10,無,線上,杭州
2023-04-10 02:24:53.578715744,P003,701,93.24734561383583,5,VIP,線下,杭州
2023-04-10 04:09:44.756951391,P004,928,25.933039057852852,3,折扣,線下,杭州
2023-04-10 05:54:35.935187038,P003,256,86.78711625512442,7,折扣,線上,杭州
2023-04-10 07:39:27.113422685,P005,222,91.29606507956717,3,滿減,移動端,廣州
2023-04-10 09:24:18.291658332,P002,884,88.31415248733492,5,VIP,線上,北京
2023-04-10 11:09:09.469893979,P001,753,81.70606426982177,4,VIP,線上,杭州
2023-04-10 12:54:00.648129627,P004,781,96.14092833213374,7,折扣,線上,北京
2023-04-10 14:38:51.826365274,P004,1,115.19297501745108,4,VIP,線上,北京
2023-04-10 16:23:43.004600921,P003,546,96.36869615081972,4,VIP,線上,上海
2023-04-10 18:08:34.182836568,P004,446,91.51722032154602,3,無,線下,杭州
2023-04-10 19:53:25.361072215,P005,79,98.96656987977074,6,滿減,移動端,廣州
2023-04-10 21:38:16.539307862,P005,236,100.48999041444071,10,無,移動端,上海
2023-04-10 23:23:07.717543509,P003,334,63.951399202703264,3,折扣,線下,上海
2023-04-11 01:07:58.895779156,P005,889,103.02589459285278,5,VIP,移動端,北京
2023-04-11 02:52:50.074014804,P002,349,100.35095228686049,4,VIP,移動端,深圳
2023-04-11 04:37:41.252250451,P003,98,110.80882479553348,5,折扣,線上,廣州
2023-04-11 06:22:32.430486098,P002,82,118.24537005649069,2,VIP,移動端,杭州
2023-04-11 08:07:23.608721745,P001,502,66.2865016481974,3,折扣,線上,杭州
2023-04-11 09:52:14.786957392,P002,967,120.50745936272412,4,滿減,移動端,廣州
2023-04-11 11:37:05.965193039,P001,477,68.6035488803744,6,VIP,線下,杭州
2023-04-11 13:21:57.143428686,P001,927,117.39830252352124,7,無,移動端,深圳
2023-04-11 15:06:48.321664333,P002,704,87.08464503099731,4,無,線下,深圳
2023-04-11 16:51:39.499899981,P003,765,74.4186694156104,7,滿減,線上,杭州
2023-04-11 18:36:30.678135628,P005,921,85.60090685394809,4,折扣,線上,上海
2023-04-11 20:21:21.856371275,P005,550,29.82223961653184,5,VIP,線上,杭州
2023-04-11 22:06:13.034606922,P001,14,50.60304957588237,6,VIP,線上,杭州
2023-04-11 23:51:04.212842569,P001,392,95.56270290564292,9,無,線下,廣州
2023-04-12 01:35:55.391078216,P003,347,81.64883533269686,3,折扣,移動端,深圳
2023-04-12 03:20:46.569313863,P004,310,72.61362459683623,9,折扣,線上,上海
2023-04-12 05:05:37.747549511,P002,386,54.46268327885403,6,VIP,線上,廣州
2023-04-12 06:50:28.925785158,P001,209,71.59743355188363,2,VIP,線上,廣州
2023-04-12 08:35:20.104020805,P005,357,109.78023318093484,9,無,線下,上海
2023-04-12 10:20:11.282256452,P003,974,91.63563541256725,4,折扣,線下,上海
2023-04-12 12:05:02.460492099,P002,601,89.63497985409133,5,VIP,線下,廣州
2023-04-12 13:49:53.638727746,P003,568,116.02876007333226,5,VIP,移動端,杭州
